brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11
GUESS,Dare,79.9,EDT,Men,Spicy,"Musk, Patchouli And Cedar Wood","Flowers Herb Shepherd, Cashmere and Jasmine",1,1,0.08287937743190663,5,Musk,Patchouli  Cedar Wood,,,,,,,,,,,Flowers Herb Shepherd,Cashmere,Jasmine,,,,,,,,,
Mancera,Musky Garden,297.65,EDP,Women,Floral,"White Musk, Blackberry, Raspberry and Amber","Iris, Bulgarian Rose, Indian Jasmine and Patchouli Leaf",0,2,0.3249583101723179,8,White Musk,Blackberry,Raspberry,Amber,,,,,,,,,Iris,Bulgarian Rose,Indian Jasmine,Patchouli Leaf,,,,,,,,
LACOSTE,Eau De Lacoste,139.0,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla and Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose and Orange Flower",0,2,0.14858254585881045,9,Salwood,Sandalwood,Vetiver,Vanilla,Peru Balsam,,,,,,,,Pineapple Flower,Sambac Jasmine,Rose,Orange Flower,,,,,,,,
Geoffrey Beene,Grey Flannel,82.9,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",1,1,0.08621456364647027,12,Tonka Bean,Almond,Oakmoss,Vetiver,Cedar,,,,,,,,mimosa,iris,violet,sage,rose,geranium,Narcissus,,,,,
BURBERRY,Burberry Body,148.3,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber And Vanilla",Roses And Iris,0,2,0.15892162312395777,6,Salwood,Sandalwood,Cashmerean,Musk,Amber  Vanilla,,,,,,,,Roses  Iris,,,,,,,,,,,
JAGUAR,Classic,63.75,EDT,Men,Arabian,"Sandalwood, Benzoin And White Musk","Ginger, Orange Blossom And Lotus",1,1,0.06492495831017232,5,Salwood,Sandalwood,Benzoin  White Musk,,,,,,,,,,Ginger,Orange Blossom  Lotus,,,,,,,,,,
DAVIDOFF,Cool Water,71.75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",1,1,0.07381878821567538,9,Musk,Oakmoss,Cedar,Amber,,,,,,,,,Salwood,Sandalwood,Geranium,Neroli,Jasmine,,,,,,,
jennifer lopez,Still,108.3,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",0,2,0.11445247359644248,7,Lily Of The Valley,Woody,Musky,,,,,,,,,,Freesia,Rose,Jasmine,Orange Blossom,,,,,,,,
Armaf,Club De Nuit Intense,190.0,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",1,2,0.20528071150639246,7,Vanilla,Ambergris,Musk,Patchouli,,,,,,,,,Rose,Jasmine,Birch,,,,,,,,,
Genie,1029 Collection,14.4,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",0,2,0.010061145080600334,4,Vegetal Amber,Musk  Mahogany,,,,,,,,,,,Magnolia,Lotus  Peony,,,,,,,,,,
cacharel,Anais Anais Loriginal,157.1,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk and Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine and Ylang-Ylang",0,1,0.16870483602001113,11,Vetiver,Moss,Salwood,Sandalwood,Musk,Black Currant,,,,,,,Lily,Lily-Of-The-Valley,Rose,Jasmine,Ylang-Ylang,,,,,,,
HOUBIGANT,Quelques Fleurs L'Original,285.0,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",0,2,0.3108949416342412,19,Amber,Civet,Honey,Lichen,Musk,Salwood,Sandalwood,Tonka Beans,Vanilla,,,,Carnation,Heliotrope,Iris Root,Jasmine,Lilac,Lily Of The Valley,Orchid,Tuberose,Violet,Ylang-ylang,,
Dolce & Gabbana,The One Royal Night,290.75,EDP,Men,Woody,"Sandalwood, Cedar, Amber and Labdanum",Pear Wood and Nutmeg,1,2,0.31728738187882155,7,Salwood,Sandalwood,Cedar,Amber,Labdanum,,,,,,,,Pear Wood,Nutmeg,,,,,,,,,,
Givenchy,Xeryus Rouge,199.0,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense and cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain and geranium",1,1,0.2152862701500834,20,Leather,amber,musk,oakmoss,balsam fir,vetiver,incense,cedar,,,,,Cyclamen,cori,er,carnation,cypress,Salwood,Sandalwood,juniper berries,cinnamon,tarragon,petitgrain,geranium
Estee Lauder,Beautiful,181.2,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",0,2,0.19549749861033908,8,Salwood,Sandalwood,Vetiver,Amber,,,,,,,,,Orange Flower,Muguet,Jasmine,Ylang-Ylang,,,,,,,,
Armaf,Club De Nuit Intense Man,124.3,EDT,Men,Citrus,"Amber, Agarwood, Vanilla And Patchouli","Caraway, Nutmeg, Violet And Pepper",1,1,0.13224013340744858,6,Amber,Agarwood,Vanilla  Patchouli,,,,,,,,,,Caraway,Nutmeg,Violet  Pepper,,,,,,,,,
Mancera,Roses Vanille,248.85,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",0,2,0.2707059477487493,6,Vanilla,Sugar,White Musk,Cedar,,,,,,,,,Rose,Sugar,,,,,,,,,,
COACH,New York,5.6,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",1,1,0.00027793218454697053,7,Vetiver,Suede,Ambergris,,,,,,,,,,Cardamom,Cori,er,Geranium,,,,,,,,
GIORGIO ARMANI,Code,265.0,EDT,Men,Citrus,"Tobacco, Leather and Tonka Bean",Olive Flower Spiced With Star Anise,1,1,0.2886603668704836,4,Tobacco,Leather,Tonka Bean,,,,,,,,,,Olive Flower Spiced With Star Anise,,,,,,,,,,,
Van Cleef & Arpels,First,171.5,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",0,1,0.18471372984991663,22,Honey,Salwood,Sandalwood,Tonka,Bean,Amber,Musk,Civet,Vanilla,Oakmoss,,,Carnation,Tuberose,Orchid,Orris,Root,Jasmine,Hyacinth,Turkish,Rose,Ylang-Ylang,Lily-Of-The-Valley,Narcissus
LOEWE,Esencia,200.0,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",1,1,0.21639799888827127,6,Cedar,Musk,Salwood,Sandalwood,,,,,,,,,Cardamom,Pepper,,,,,,,,,,
Parfums De Marly,Delina Exclusive,785.0,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",0,2,0.8667593107281824,6,Woody,Amber,Vanilla,,,,,,,,,,Turkish Rose,Incense,Burning Oud,,,,,,,,,
ESCADA,Especially Elixir,198.5,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere and Dry Amber","Ylang Ylang, Turkish Rose and Plums",0,2,0.21473040578098945,8,Dry Amber,Madagascar Vanilla,Patchouli,Cashmere,Dry Amber,,,,,,,,Ylang Ylang,Turkish Rose,Plums,,,,,,,,,
JAGUAR,Classic Blue,67.0,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",1,1,0.06853807670928293,7,Salwood,Sandalwood,Benzoin,White Musk,,,,,,,,,Ginger,Orange Blossom,Lotus,,,,,,,,,
NICOLAI,Patchouli Intense,653.65,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",2,2,0.720733740967204,7,Salwood,Sandalwood,Amber,Vanilla,,,,,,,,,Ceylon Cinnamon,Rose,Patchouli,,,,,,,,,
COACH,Floral,173.6,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",0,2,0.18704836020011117,10,Musk,Patchouli,Salwood,Sandalwood,Vanilla,Woody Notes,,,,,,,Gardenia,Hedione,Jasmine Sambac,Tea Rose,,,,,,,,
VERSACE,The Dreamer,135.7,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",1,1,0.14491384102279042,5,Cedar,Tonka Bean,,,,,,,,,,,Geranium,Rose,Tobacco,,,,,,,,,
Aramis,900 Herbal Spray,100.0,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",1,,0.10522512506948305,11,Salwood,Sandalwood,Amber,Patchouli,Civet,Oakmoss Vetiver,,,,,,,Carnation,Orris Root,Jasmine,Lily-of-the-Valley,Rose Geranium,,,,,,,
Fendi,L'Acquarossa,238.5,EDP,Women,Musk,Red Cedar White Musk And Patchouli,"Lantana Flower,  Rose Orange Blossom And Magnolia",0,2,0.25919955530850475,3,Red Cedar White Musk  Patchouli,,,,,,,,,,,,Lantana Flower,Rose Orange Blossom  Magnolia,,,,,,,,,,
Roberto Cavalli,Florence,139.5,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",0,2,0.1491384102279044,6,Amber,Musk,Patchouli,,,,,,,,,,Grapefruit Blossom,Hibiscus Seeds,Orange Blossom,,,,,,,,,
Dolce & Gabbana,Light Blue,220.25,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss",Jasmine And White Rose,0,1,0.2389105058365759,4,Musk Wood,Incense,Oakmoss,,,,,,,,,,Jasmine  White Rose,,,,,,,,,,,
Estee Lauder,Pleasures Intense,259.9,EDP,Women,Floral,"Maple,VanillaStyrax,Benzoin","Lily,Tiare Flower,Jasmine,Moroccan Rose",0,2,0.2829905503057254,7,Maple,VanillaStyrax,Benzoin,,,,,,,,,,Lily,Tiare Flower,Jasmine,Moroccan Rose,,,,,,,,
Ajmal,Wisal,58.0,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,0,2,0.058532518065591996,4,Rose,Sensual Musk,,,,,,,,,,,Salwood,Sandalwood,,,,,,,,,,
Dior,Sauvage,337.9,EDP,Men,Arabian,"Ambroxan, Vanilla","Sichaun Pepper, Lavender, Star Anise, Nutmeg",1,2,0.3697053918843802,6,Ambroxan,Vanilla,,,,,,,,,,,Sichaun Pepper,Lavender,Star Anise,Nutmeg,,,,,,,,
S.T.Dupont,Passenger,99.0,EDT,Men,Spicy,"Paraguayan Lignum Vitae, Indonesian Patchouli, Laotian Benzoin And Copper Accords","Indian Ginger,  Guatemalan Cardamom, Mauritanian Red Pepper And Lavender",1,1,0.10411339633129517,6,Paraguayan Lignum Vitae,Indonesian Patchouli,Laotian Benzoin  Copper Accords,,,,,,,,,,Indian Ginger,Guatemalan Cardamom,Mauritanian Red Pepper  Lavender,,,,,,,,,
BVLGARI,Goldea The Roman Night Absolute,261.5,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",0,2,0.284769316286826,5,Black Musk,Moss,Patchouli,,,,,,,,,,Jasmin Sambac,Madagascar Vanilla,,,,,,,,,,
HUGO BOSS,Hugo,99.0,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",1,1,0.10411339633129517,7,Patchouli,Fir,Cedar,,,,,,,,,,Carnation,Sage,Geranium,Jasmine,,,,,,,,
BVLGARI,Petits Et Mamans,193.95,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",0,1,0.20967204002223458,7,Iris,Vanilla,White Peach,Powdery Notes,,,,,,,,,Sunflower,Chamomile,Rose,,,,,,,,,
Dunhill,Desire,54.95,EDT,Men,Fresh,"Vanilla, Musk And Labdanum","Rose, Teakwood And Patchouli",1,1,0.05514174541411895,4,Vanilla,Musk  Labdanum,,,,,,,,,,,Rose,Teakwood  Patchouli,,,,,,,,,,
marbert man,Marbert Man,68.8,EDT,Men,Woody,"Musk, Sandalwood, Cedar, Oakmoss","Carnation, Cinnamon, White Honey",1,1,0.07053918843802112,8,Musk,Salwood,Sandalwood,Cedar,Oakmoss,,,,,,,,Carnation,Cinnamon,White Honey,,,,,,,,,
AVON,Always,84.0,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,0,2,0.08743746525847694,2,Cashmere Woods,,,,,,,,,,,,Orange Blossoms,,,,,,,,,,,
Aramis,Brown,94.15,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver and Sandalwood",1,1,0.09872151195108395,8,Leather,Oakmoss,Amber,,,,,,,,,,Pelargonium,Patchouli,Vetiver,Salwood,Sandalwood,,,,,,,
GUESS,By Marciano,109.95,EDP,Women,Floral,"Musk, Vanilla and Woody Notes","Peony, Jasmine and Honeysuckle",0,2,0.11628682601445248,6,Musk,Vanilla,Woody Notes,,,,,,,,,,Peony,Jasmine,Honeysuckle,,,,,,,,,
LALIQUE,Encre Noire,134.95,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,1,1,0.14408004446914952,2,Cashmere Wood  Musk,,,,,,,,,,,,Haiti Vetiver  Bourbon Vetiver,,,,,,,,,,,
GIORGIO ARMANI,Si Passione,246.5,EDP,Women,Floral,"Cedar, Vanilla, Amberwood and Patchouli","Heliotrope, Pine Apple, Jasmine and Rose",0,2,0.2680933852140078,8,Cedar,Vanilla,Amberwood,Patchouli,,,,,,,,,Heliotrope,Pine Apple,Jasmine,Rose,,,,,,,,
CARTIER,Declaration Essence,173.6,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",1,1,0.18704836020011117,8,Vetiver,Salwood,Sandalwood,Musk,Amber,,,,,,,,Geranium,Lemon,Sicilian Lemon,,,,,,,,,
Sedr Al-Khaleej Perfumes,For Ever,34.85,EDP,Men,Fresh,"Woody, Musk, Amber","Praline, Cardamom, Cinnamon",1,2,0.032795997776542525,6,Woody,Musk,Amber,,,,,,,,,,Praline,Cardamom,Cinnamon,,,,,,,,,
Givenchy,Organza,251.65,EDP,Women,Arabian,"Guaiac Wood, Woodsy Notes, Virginia Cedar, Amber, Vanilla","Peony, Walnut, Iris, Jasmine, Tuberose, Honeysuckle",0,2,0.2738187882156754,11,Guaiac Wood,Woodsy Notes,Virginia Cedar,Amber,Vanilla,,,,,,,,Peony,Walnut,Iris,Jasmine,Tuberose,Honeysuckle,,,,,,
Roberto Cavalli,Uomo,126.0,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",1,1,0.13413007226236798,5,Cedar,Tonka Bean,Patchouli,,,,,,,,,,Honey,Lavender,,,,,,,,,,
DKNY,Be Delicious Red,314.9,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",0,2,0.34413563090605886,6,Leather,Vanilla Pod,Amber,,,,,,,,,,Patchouli,Apple,Rose,,,,,,,,,
MONTBLANC,Mont Blanc Legend,140.0,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli and Ylang-Ylan",1,1,0.14969427459699833,6,Vanilla,Amber,,,,,,,,,,,Jasmine,Geranium,Neroli,Ylang-Ylan,,,,,,,,
ANGEL SCHLESSER,Schlesser Essential,165.4,EDT,Men,Fruity,"Leather, Tonka Bean, Musk And Cedar","Cinnamon, Coffee And Violet Leaf",1,1,0.17793218454697055,5,Leather,Tonka Bean,Musk  Cedar,,,,,,,,,,Cinnamon,Coffee  Violet Leaf,,,,,,,,,,
Dunhill,Desire Extreme,114.75,EDT,Men,Spicy,"Amber, Musk",Evergreen Cypress,1,1,0.12162312395775432,3,Amber,Musk,,,,,,,,,,,Evergreen Cypress,,,,,,,,,,,
GUCCI,Flora,179.8,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",0,1,0.19394107837687607,3,Patchouli,,,,,,,,,,,,Gardenia,Plumeria,,,,,,,,,,
HUGO BOSS,Just Different,144.25,EDT,Men,Spicy,Cashmeran and Fir,Freesia and Basil,1,1,0.15441912173429684,4,Cashmeran,Fir,,,,,,,,,,,Freesia,Basil,,,,,,,,,,
Ajmal,Alf Laila O Laila,153.3,EDP,Unisex,Woody,Musky Woody,Floral Spicy,2,2,0.1644802668148972,2,Musky Woody,,,,,,,,,,,,Floral Spicy,,,,,,,,,,,
PRADA,Amber,252.05,EDT,Men,Arabian,"Neroli, Orange Blossom, Earthy Vetiver, Saffron","Patchouli, Tonka Bean, Lovely Vanilla",1,1,0.27426347971095055,7,Neroli,Orange Blossom,Earthy Vetiver,Saffron,,,,,,,,,Patchouli,Tonka Bean,Lovely Vanilla,,,,,,,,,
COACH,Floral,165.75,EDP,Women,Floral,"Patchouli, Woody Notes And Musk","Tea Rose, Jasmine Sambac And Gardenia",0,2,0.1783212896053363,4,Patchouli,Woody Notes  Musk,,,,,,,,,,,Tea Rose,Jasmine Sambac  Gardenia,,,,,,,,,,
Roberto Cavalli,Uomo,134.95,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",1,1,0.14408004446914952,5,Cedar,Patchouli,Tonka Bean,,,,,,,,,,Honey,Lavender,,,,,,,,,,
DIESEL,Plus Plus Feminine,41.0,EDT,Women,Oriental,"Musk, Sandalwood, Virginia Cedar, Amber, Nutmeg, Vanille And Orris Root","Jasmine, Coconut, Magnolia, Orchid, Lily, Cherry, Big Strawberry, Red Apple And Milk",0,1,0.039633129516398,15,Musk,Salwood,Sandalwood,Virginia Cedar,Amber,Nutmeg,Vanille  Orris Root,,,,,,Jasmine,Coconut,Magnolia,Orchid,Lily,Cherry,Big Strawberry,Red Apple  Milk,,,,
Calvin Klein,Beauty,115.0,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood And Amber","Cardamom, Pepper And Flowers",0,2,0.12190105614230129,7,Vanilla,Musk,Salwood,Sandalwood,Guaiac Wood  Amber,,,,,,,,Cardamom,Pepper  Flowers,,,,,,,,,,
MONTBLANC,Emblem ED,22.4,EDT,Men,Spicy,"Woodsy, Tonka Bean","Violet Leaf, Cinnamon",1,1,0.018954974986103386,4,Woodsy,Tonka Bean,,,,,,,,,,,Violet Leaf,Cinnamon,,,,,,,,,,
BURBERRY,Brit Rhythm,119.95,EDT,Men,Woody,Cedarwood and Tonka Bean,"Black Leather, Patchouli and Styrax",1,1,0.12740411339633131,5,Cedarwood,Tonka Bean,,,,,,,,,,,Black Leather,Patchouli,Styrax,,,,,,,,,
LANVIN,Oxygene,116.0,EDP,Women,Floral,White Musk And Sandalwood,"Rose, Milk, Gardenia",0,2,0.12301278488048917,5,White Musk  S,Sandalwood,,,,,,,,,,,Rose,Milk,Gardenia,,,,,,,,,
Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.9,EDT,Women,Floral,"Leather,Musk","Tiare Flower,Rose",0,1,0.008393551973318512,4,Leather,Musk,,,,,,,,,,,Tiare Flower,Rose,,,,,,,,,,
S.T.Dupont,Essence Pure,86.2,EDT,Men,Citrus,"cypress, amber, musk and cedar","iris, lavender and bamboo",1,1,0.08988326848249029,7,cypress,amber,musk,cedar,,,,,,,,,iris,lavender,bamboo,,,,,,,,,
Genie,London Burberry,16.0,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",0,2,0.011839911061700945,3,Wood  Musk,,,,,,,,,,,,Jasmine,Tiare Flower  Soft Peony,,,,,,,,,,
HUGO BOSS,Bottled Night,170.45,EDT,Men,Woody,"Louro Amarelo Wood, Sandalwood And Musky Notes","Cardamom, African Violet And Jasmine",1,1,0.18354641467481933,5,Louro Amarelo Wood,Salwood,alwood  Musky Notes,,,,,,,,,,Cardamom,African Violet  Jasmine,,,,,,,,,,
Emper,Tool Box,54.95,EDT,Men,Oriental,"Geranium, Amber, White Musks","Patchouli, Vetiver, Lavender",1,1,0.05514174541411895,6,Geranium,Amber,White Musks,,,,,,,,,,Patchouli,Vetiver,Lavender,,,,,,,,,
Shiseido,Zen,260.0,EDP,Women,Floral,"Patchouli, Cedarwood, Skin Musk, White Musk, Marine, Amber And Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose And Lotus Flower",0,2,0.2831017231795442,13,Patchouli,Cedarwood,Skin Musk,White Musk,Marine,Amber  Incense,,,,,,,Freesia,Gardenia,Red Apple,Violet,Lily Of The Valley,Hyacinth,Chinese Rose  Lotus Flower,,,,,
Juicy Couture,Viva La Juicy,144.0,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",0,2,0.15414118954974987,9,Amber,Caramel,Praline,Salwood,Sandalwood,Vanilla,,,,,,,Honeysuckle,Gardenia,Jasmine,,,,,,,,,
CAROLINA HERRERA,212 S**Y,183.25,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",0,2,0.19777654252362425,10,Bergamot,Gardenia,Pelargonium,Cotton C,y,Flowers,,,,,,,Pelargonium,Cotton C,y,Flowers,,,,,,,,
Sedr Al-Khaleej Perfumes,Eghra Perfume,42.8,Oil,Women,Jasmine,"Jasmine, Amber, Balsamic","Fruity, Incense, Woody",0,,0.041634241245136185,6,Jasmine,Amber,Balsamic,,,,,,,,,,Fruity,Incense,Woody,,,,,,,,,
MONTBLANC,Lady Emblem,155.0,EDP,Women,Floral,Musk And Raspberry,"Sandalwood, Patchouli And Rosewood",0,2,0.16637020566981658,4,Musk  Raspberry,,,,,,,,,,,,Salwood,Sandalwood,Patchouli  Rosewood,,,,,,,,,
jennifer lopez,Still,107.8,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",0,2,0.11389660922734852,7,Amber,Orris,Salwood,Sandalwood,,,,,,,,,Honeysuckle,Orange Tree Blossom,Pink Freesia,,,,,,,,,
TOM FORD,Black Orchid,211.0,EDP,Women,Spicy,"Incense,Lotus,Patchouli,Sandalwood,Vanilla,Vetiver","Black Orchid,Fruity Notes,Tuberose",0,2,0.22862701500833796,10,Incense,Lotus,Patchouli,Salwood,Sandalwood,Vanilla,Vetiver,,,,,,Black Orchid,Fruity Notes,Tuberose,,,,,,,,,
Dolce & Gabbana,Pour Femme,165.0,EDP,Women,Floral,"Marshmallow, Sandalwood, Vanilla",Jasmine And Orange Blossom,0,2,0.1774874930516954,5,Marshmallow,Salwood,Sandalwood,Vanilla,,,,,,,,,Jasmine  Orange Blossom,,,,,,,,,,,
NARCISO RODRIGUEZ,Pure Musc,307.25,EDP,Women,Floral,Cashmeran,Flower,0,2,0.3356309060589216,2,Cashmeran,,,,,,,,,,,,Flower,,,,,,,,,,,
HUGO BOSS,Boss Bottled Man Of Today,177.0,EDT,Men,Woody,"Vanilla, Sandalwood, Vetiver, Cedarwood, Olivewood, Amber-like-notes, Musk-like-notes","Geranium, Cinnamon, Cloves",1,1,0.19082823790995,11,Vanilla,Salwood,Sandalwood,Vetiver,Cedarwood,Olivewood,Amber-like-notes,Musk-like-notes,,,,,Geranium,Cinnamon,Cloves,,,,,,,,,
GUCCI,Flora,196.2,EDT,Women,Citrus,Patchouli And Sandalwood,Rose And Osmanthus,0,1,0.2121734296831573,3,Patchouli  S,Sandalwood,,,,,,,,,,,Rose  Osmanthus,,,,,,,,,,,
Dolce & Gabbana,The One,189.6,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",1,1,0.20483602001111728,6,Amber,Cedar,Toacco,,,,,,,,,,Ginger,Orange Blossom,Cardamom,,,,,,,,,
Calvin Klein,Beauty,110.0,EDP,Women,Floral,Virginia Cedar,Jasmine,0,2,0.11634241245136187,2,Virginia Cedar,,,,,,,,,,,,Jasmine,,,,,,,,,,,
CAROLINA HERRERA,Good Girl,242.5,EDP,Women,Arabian,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar","Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",0,2,0.26364647026125626,17,Tonka Bean,Cacao,Vanilla,Praline,Salwood,Sandalwood,Amber,Cashmere Wood,Musk,Patchouli,Cinnamon,Cedar,Tuberose,Jasmine Sambac,Orris,Orange Blossom,Bulgarian Rose,,,,,,,
CHANEL,Chance Eau Tendre,288.15,EDT,Women,Floral,"Amber, Cedar, Musk","Hyacinth, Iris, Jasmine",0,1,0.314396887159533,6,Amber,Cedar,Musk,,,,,,,,,,Hyacinth,Iris,Jasmine,,,,,,,,,
Ajmal,Wisal,60.0,EDP,Unisex,Floral,"Floral, Musky","Spicy, Floral",2,2,0.06075597554196776,4,Floral,Musky,,,,,,,,,,,Spicy,Floral,,,,,,,,,,
CAROLINA HERRERA,212 Wild Party,232.95,EDP,Women,Floral,"Musk, Woody Accord","Orange Blossom, Sun Rose, Orchid",0,2,0.25302946081156197,5,Musk,Woody Accord,,,,,,,,,,,Orange Blossom,Sun Rose,Orchid,,,,,,,,,
Estee Lauder,Modern Muse Chic,275.0,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Madagascar Vanilla and Suede","Jasmine Sambac, Tuberose and Lily",0,2,0.2997776542523624,11,Cashmere Wood,Agarwood (Oud),Labdanum,Patchouli,Ebony Tree,Musk,Madagascar Vanilla,Suede,,,,,Jasmine Sambac,Tuberose,Lily,,,,,,,,,
HUGO BOSS,Boss Orange,112.7,EDT,Women,Woody,"Sandalwood, Olive Tree and Vanilla","White Flowers, African Orange Flower",0,1,0.11934408004446916,6,Salwood,Sandalwood,Olive Tree,Vanilla,,,,,,,,,White Flowers,African Orange Flower,,,,,,,,,,
Dolce & Gabbana,K,269.0,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",1,1,0.2931072818232351,6,Blood Orange,Pressed Sicilian Lemon  Juniper Berries,,,,,,,,,,,Pimento,Clary Sage,Geranium  Lav,in,,,,,,,,
Mancera,Roses Vanille,229.0,EDP,Women,Oriental,"Sugar, Vanilla, Cedar, White Musk","Rose, Sugar",0,2,0.24863813229571985,6,Sugar,Vanilla,Cedar,White Musk,,,,,,,,,Rose,Sugar,,,,,,,,,,
DORALL COLLECTION,Lady Dorall,14.75,EDT,Women,Spicy,"Apricot, amber, lemon tree","Lily, jasmine, rose",0,1,0.010450250138966093,6,Apricot,amber,lemon tree,,,,,,,,,,Lily,jasmine,rose,,,,,,,,,
Aramis,Brown,104.0,EDT,Men,Floral,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",1,1,0.10967204002223459,8,Leather,Oakmoss,Amber,,,,,,,,,,Pelargonium,Patchouli,Vetiver,Salwood,Sandalwood,,,,,,,
